_id,name,abv,brewery,location,description,servingSize,price
"680d8df171e6c39670dcdc0e","Hodad","5.5% ABV","Fiddlehead Brewing Company","Shelburne, VT","Porter brewed with house toasted coconut flakes, cacao nibs, vanilla bean and lactose.","16oz Draft","9.5"
"680d8df171e6c39670dcdc0f","Hodad","5.5% ABV","Fiddlehead Brewing Company","Shelburne, VT","Porter brewed with house toasted coconut flakes, cacao nibs, vanilla bean and lactose.","16oz Draft","9.5"
"680d8df171e6c39670dcdc10","Hodad","5.5% ABV","Fiddlehead Brewing Company","Shelburne, VT","Porter brewed with house toasted coconut flakes, cacao nibs, vanilla bean and lactose.","16oz Draft","9.5"
"680d8df171e6c39670dcdc11","RVP (Robust Vanilla Porter)","6.5% ABV","Great North Aleworks","Manchester, NH","RVP (Robust Vanilla Porter) is brewed with a blend of roasted and toasted malts, laying a rich foundation of coffee and dark chocolate flavors. Madagascar vanilla arrives late to the party, giving RVP its signature flavor and aroma.","16oz Draft","6.5"
"680d8df171e6c39670dcdc12","(VEEK)TOR","10.5% ABV","Kettlehead Brewing","Tilton, NH","A Russian Imperial Stout that we allowed to age in our Rye Whiskey barrels. This lends a slight Whiskey character to the beer while still being malty and rich.","12oz Draft","10"
"680d8df171e6c39670dcdc13","Irish Stout","5.1% ABV","Lone Pine Brewing Company","Portland, ME","A melody of smooth and dry, aromas of chocolate, and sweet good-byes. Espresso notes, clear blue skies, a hint of roast, and smilin’ eyes.","16oz Draft","8"
"680d8df171e6c39670dcdc14","Not the Gumdrop Buttons!","9.5% ABV","Prairie Artisan Ales","Krebs, OK","Remember in Shrek when Lord Farquaad rips off the legs of the Gingerbread Man and then taunts him with his own severed legs? It's pretty hardcore for what's otherwise a pretty family-friendly film, to be honest. Anyway, after Farquaad threatens to inflict further torture on the Gingerbread Man, Gingy screams out, ""NOT THE BUTTONS! NOT THE *GUMDROP* BUTTONS!"" ...and that's where we got the name for this approachable, gingerbread latte-inspired stout. ...from a torture scene in a kids movie","12oz Draft","11"
"680d8df171e6c39670dcdc15","Split Seasonality","7% ABV","Ten Bends Beer","Hyde Park, VT","This smooth 7% ABV stout combines a thick dark winter ale with coconut flavors of the tropics and a dash of rich vanilla","12oz Draft","9.5"
"680d8df171e6c39670dcdc16","Pandora's Kettle #2","3.7% ABV","Concord Craft Brewing Company","Concord, NH","A Berliner Weisse style kettle soured ale that is refreshingly tart, low in calories and only 3.7% ABV. Blueberries and raspberries are added during fermentation. It is perfect for a warm summer day.","16oz Draft","10"
"680d8df171e6c39670dcdc17","Pandora's Kettle #2","3.7% ABV","Concord Craft Brewing Company","Concord, NH","A Berliner Weisse style kettle soured ale that is refreshingly tart, low in calories and only 3.7% ABV. Blueberries and raspberries are added during fermentation. It is perfect for a warm summer day.","16oz Draft","10"
"680d8df171e6c39670dcdc18","Pandora's Kettle #2","3.7% ABV","Concord Craft Brewing Company","Concord, NH","A Berliner Weisse style kettle soured ale that is refreshingly tart, low in calories and only 3.7% ABV. Blueberries and raspberries are added during fermentation. It is perfect for a warm summer day.","16oz Draft","10"
"680d8df171e6c39670dcdc19","Lollipop Forest Raspberry","5.5% ABV","Deciduous Brewing Company","Newmarket, NH","Sour Ale w/ Milk Sugar & Raspberry","16oz Draft","14"
"680d8df171e6c39670dcdc1a","Late Nite: Red Velvet Whoopie Pie","8.1% ABV","Definitive Brewing Company","Portland, ME","LATE NITE: Red Velvet Whoopie Pie is the newest variation of our dessert-inspired pastry sour ale series! This version features hundreds of pounds of fresh raspberry, red velvet cake, vanilla cream and brown sugar! We think it tastes like chocolate covered raspberries, rich frosting and fresh cocoa!","10oz Draft","12.75"
"680d8df171e6c39670dcdc1b","It's Raining Blueberries","5% ABV","Great North Aleworks","Manchester, NH","Sour ale with blueberries","16oz Draft","11"
"680d8df171e6c39670dcdc1c","Rickey Sour","7% ABV","Night Shift Brewing","Everett, MA","This A SOUR SOUR SOUR ale brewed with limes & raspberries. A crowd favorite from years ago, we are finally bringing it back because fans won't stop asking about it. Heapings of fresh fruit in every can. Tastes like the beer version of a raspberry lime rickey. Some might say ""It slaps.""","12oz Draft","9"
"680d8df171e6c39670dcdc1d","Tiny Esses","5.9% ABV","Prairie Artisan Ales","Krebs, OK","Sour ale with Skittles","16oz Draft","15"
"680d8df171e6c39670dcdc1e","Color Theory","6.2% ABV","Spyglass Brewing Company","Nashua, NH","A Sour Ale with papayas, pistachio nuts, raspberries, and vanilla soft serve.","16oz Draft","13.5"
"680d8df171e6c39670dcdc1f","Cheek Squeezer","4.9% ABV","Throwback Brewery","North Hampton, NH","Cheek Squeezer is our kettle soured blonde ale infused with tart cherries. It’s crisp & clean with delicate notes of cherries and an inviting fruity aroma. This beer drinks a bit dry, with a pleasant tartness that mellows after the first sip.","16oz Draft","10"
"680d8df171e6c39670dcdc20","Porch Fest","5.5% ABV","Jack’s Abby Craft Lagers","Framingham, MA","Sip the spirit of community with ‘Porch Fest’, a refreshing, golden Festbier. It pairs perfectly with live music and friendly jam sessions. Bursting with zesty lemon and citrus notes, this lager brings the fest to every porch and makes every sip a celebration.","16oz Draft","8.5"
"680d8df171e6c39670dcdc21","Porch Fest","5.5% ABV","Jack’s Abby Craft Lagers","Framingham, MA","Sip the spirit of community with ‘Porch Fest’, a refreshing, golden Festbier. It pairs perfectly with live music and friendly jam sessions. Bursting with zesty lemon and citrus notes, this lager brings the fest to every porch and makes every sip a celebration.","16oz Draft","8.5"
"680d8df171e6c39670dcdc22","Porch Fest","5.5% ABV","Jack’s Abby Craft Lagers","Framingham, MA","Sip the spirit of community with ‘Porch Fest’, a refreshing, golden Festbier. It pairs perfectly with live music and friendly jam sessions. Bursting with zesty lemon and citrus notes, this lager brings the fest to every porch and makes every sip a celebration.","16oz Draft","8.5"
"680d8df171e6c39670dcdc23","Allagash White","5.2% ABV","Allagash Brewing Company","Portland, ME","Allagash White features a refreshing balance of citrus and spice. Wheat, coriander, and Curaçao orange peel round out the flavor of this pale straw-colored, hazy beer.","16oz Draft","7"
"680d8df171e6c39670dcdc24","Allagash White","5.2% ABV","Allagash Brewing Company","Portland, ME","Allagash White features a refreshing balance of citrus and spice. Wheat, coriander, and Curaçao orange peel round out the flavor of this pale straw-colored, hazy beer.","16oz Draft","7"
"680d8df171e6c39670dcdc25","Allagash White","5.2% ABV","Allagash Brewing Company","Portland, ME","Allagash White features a refreshing balance of citrus and spice. Wheat, coriander, and Curaçao orange peel round out the flavor of this pale straw-colored, hazy beer.","16oz Draft","7"
"680d8df171e6c39670dcdc26","Curieux","10.2% ABV","Allagash Brewing Company","Portland, ME","To make Curieux, we take our Tripel and let it age in bourbon barrels for six-to-eight weeks. The resulting rich, golden ale features smooth notes of coconut, vanilla, and a hint of bourbon.","12oz Draft","9.75"
"680d8df171e6c39670dcdc27","Weihenstephaner Hefeweissbier","5.4% ABV","Bayerische Staatsbrauerei Weihenstephan","Freising, Bayern","Our golden-yellow wheat beer, with its fine-pored white foam, smells of cloves and impresses consumers with its refreshing banana flavour.","16oz Draft","6.5"
"680d8df171e6c39670dcdc28","Belgian White","5.4% ABV","Blue Moon Brewing Company","Denver, CO","Blue Moon Belgian White, Belgian-style wheat ale, is a refreshing, medium-bodied, unfiltered Belgian-style wheat ale spiced with fresh coriander and orange.","16oz Draft","6.5"
"680d8df171e6c39670dcdc29","Spring Fling","5.3% ABV","Feathered Friend Brewing","Concord, NH",,"16oz Draft","8"
"680d8df171e6c39670dcdc2a","Mango Cart","4% ABV","Golden Road Brewing","Los Angeles, CA","First in a series inspired by the iconic fruit cart vendors of Los Angeles. A light Wheat Ale with lots of fresh mango flavor and aroma, Finishing crisp and refreshing.","16oz Draft","6.5"
"680d8df171e6c39670dcdc2b","Three Little Pigs","9.2% ABV","Rockingham Brewing Company","Derry, NH","Rated 3.75 out of 5 on Untappd","12oz Draft","7.5"
"680d8df171e6c39670dcdc2c","Blue Paw Wild Blueberry","4.7% ABV","Sea Dog Brewing Company","Portland, ME","Features the nutty quench of a wheat ale combined with the delightful aromatics and subtle flavor contributed by Maine wild blueberries. Seasonal Blueberry Wheat Ale from Maine","16oz Draft","6.5"
"680d8df171e6c39670dcdc2d","Boatload Berry Wheat","4.7% ABV","Shipyard Brewing Company","Portland, ME","This thirst quenching wheat ale packs a punch of blackberry flavor with boatloads of Maine blueberry aroma.","16oz Draft","6.5"
"680d8df171e6c39670dcdc2e","Perpetual","9.2% ABV","Spyglass Brewing Company","Nashua, NH","Abbey Style tripel","12oz Draft","9.75"
"680d8df171e6c39670dcdc2f","La Fin du Monde","9% ABV","Unibroue","Chambly, QC","Riche et élégante, cette bière dorée au goût raffiné, plusieurs fois championne internationale, propose des notes céréalières, fruitées et épicées soutenues par une douce amertume.
Elle est un hommage au Québec, terre d’accueil des explorateurs français du 16e siècle qui croyaient avoir atteint la fin du monde.

This rich and sophisticated golden tripel has earned several international titles thanks to its refined taste marked by notes of grains, fruit and spice, supported by a slight bitterness.
It is a tribute to Quebec, the land encountered by 16th-century French explorers who thought they’d reached the end of the world.","12oz Draft","9.5"
"680d8df171e6c39670dcdc30","Long Trail Ale","5% ABV","Long Trail Brewing Company","Bridgewater Corners, VT","Long Trail ale's top fermenting yeast and cold finishing temperature result in a complex, yet clean, full flavor. It is a multiple medal winner at the Great American Beer Festival.","16oz Draft","6.5"
"680d8df171e6c39670dcdc31","Long Trail Ale","5% ABV","Long Trail Brewing Company","Bridgewater Corners, VT","Long Trail ale's top fermenting yeast and cold finishing temperature result in a complex, yet clean, full flavor. It is a multiple medal winner at the Great American Beer Festival.","16oz Draft","6.5"
"680d8df171e6c39670dcdc32","Long Trail Ale","5% ABV","Long Trail Brewing Company","Bridgewater Corners, VT","Long Trail ale's top fermenting yeast and cold finishing temperature result in a complex, yet clean, full flavor. It is a multiple medal winner at the Great American Beer Festival.","16oz Draft","6.5"
"680d8df171e6c39670dcdc33","Free Wave Hazy IPA","0.5% ABV","Athletic Brewing Company","Milford, CT","Here We Go is a gold medal-winning non-alcoholic craft beer. Bursting with hop aroma and finished with barely any bitterness, this beer is tropical, juicy and everything you want in a Hazy IPA. Crafted to remove gluten and vegan friendly.","12oz Can","5"
"680d8df171e6c39670dcdc34","Free Wave Hazy IPA","0.5% ABV","Athletic Brewing Company","Milford, CT","Here We Go is a gold medal-winning non-alcoholic craft beer. Bursting with hop aroma and finished with barely any bitterness, this beer is tropical, juicy and everything you want in a Hazy IPA. Crafted to remove gluten and vegan friendly.","12oz Can","5"
"680d8df171e6c39670dcdc35","Free Wave Hazy IPA","0.5% ABV","Athletic Brewing Company","Milford, CT","Here We Go is a gold medal-winning non-alcoholic craft beer. Bursting with hop aroma and finished with barely any bitterness, this beer is tropical, juicy and everything you want in a Hazy IPA. Crafted to remove gluten and vegan friendly.","12oz Can","5"
"680d8df171e6c39670dcdc36","Upside Dawn Golden","0.5% ABV","Athletic Brewing Company","Milford, CT","Non-Alcoholic - Other","12oz Can","5"
"680d8df171e6c39670dcdc37","Here We Go","0.5% ABV","Kit NA Brewing","Portland, ME","Here We Go is a gold medal-winning non-alcoholic craft beer. Bursting with hop aroma and finished with barely any bitterness, this beer is tropical, juicy and everything you want in a Hazy IPA. Crafted to remove gluten and vegan friendly.","12oz Can","6.25"
"680d8df171e6c39670dcdc38","Just the Haze","0.5% ABV","Samuel Adams","Boston, MA","A good beer always hits the spot, but you don’t always want the buzz. So, we made a world-class IPA for beer lovers that just happens to be non-alcoholic. We remove the alcohol slow and gently, saving all the flavor for you. Rotate in this hazy, hoppy non-alcoholic IPA to your drinking sessions and get more out of your days, your nights, and every cheers in between.","12oz Can","5"
"680d8df171e6c39670dcdc39","Wild Berry","5% ABV","Truly Hard Seltzer","Boston, MA","Naturally sweet flavors of juicy California strawberries, raspberries & Marion blackberries.","12oz Can","6"
"680d8df171e6c39670dcdc3a","Wild Berry","5% ABV","Truly Hard Seltzer","Boston, MA","Naturally sweet flavors of juicy California strawberries, raspberries & Marion blackberries.","12oz Can","6"
"680d8df171e6c39670dcdc3b","Wild Berry","5% ABV","Truly Hard Seltzer","Boston, MA","Naturally sweet flavors of juicy California strawberries, raspberries & Marion blackberries.","12oz Can","6"
"680d8df171e6c39670dcdc3c","Mango","5% ABV","White Claw Seltzer Works","Chicago, IL","Rated 3.25 out of 5 on Untappd","12oz Can","5.5"
"680d8df171e6c39670dcdc3d","603 Hard Seltzer - Black Cherry Pomegranate","5% ABV","603 Brewery","Londonderry, NH","Hard Seltzer","16oz Can","6"
"680d8df171e6c39670dcdc3e","603 Hard Seltzer - Lemon Limeade","5% ABV","603 Brewery","Londonderry, NH","Hard Seltzer","16oz Can","6"
"680d8df171e6c39670dcdc3f","Kentucky Breakfast Stout (KBS) (2018) - Bottle","12.3% ABV","Founders","Grand Rapids, MI","Like a fine port, Old Stock Ale is intended to be laid down. With an original gravity of over 1.100 and a generous hopping rate, Old Stock Ale is well-designed to round out and mellow with age. It's brewed with classic Maris Otter malt and Fuggles and East Kent Goldings hops, all imported from England.","12oz Bottle","16"
"680d8df171e6c39670dcdc40","Kentucky Breakfast Stout (KBS) (2018) - Bottle","12.3% ABV","Founders","Grand Rapids, MI","Like a fine port, Old Stock Ale is intended to be laid down. With an original gravity of over 1.100 and a generous hopping rate, Old Stock Ale is well-designed to round out and mellow with age. It's brewed with classic Maris Otter malt and Fuggles and East Kent Goldings hops, all imported from England.","12oz Bottle","16"
"680d8df171e6c39670dcdc41","Kentucky Breakfast Stout (KBS) (2018) - Bottle","12.3% ABV","Founders","Grand Rapids, MI","Like a fine port, Old Stock Ale is intended to be laid down. With an original gravity of over 1.100 and a generous hopping rate, Old Stock Ale is well-designed to round out and mellow with age. It's brewed with classic Maris Otter malt and Fuggles and East Kent Goldings hops, all imported from England.","12oz Bottle","16"
"680d8df171e6c39670dcdc42","Old Stock Ale","12% ABV","North Coast Brewing Company","Fort Bragg, CA","Like a fine port, Old Stock Ale is intended to be laid down. With an original gravity of over 1.100 and a generous hopping rate, Old Stock Ale is well-designed to round out and mellow with age. It's brewed with classic Maris Otter malt and Fuggles and East Kent Goldings hops, all imported from England.","12oz Bottle","14"
"680d8df171e6c39670dcdc43","Michelob ULTRA","4.2% ABV","Anheuser-Busch","St. Louis, MO","A superior light beer. Brewed using the finest barley malt, select grains, all-imported hops and a pure-cultured yeast strain. The special choice of grains combined with the extended mashing process produces a smooth, refreshing beer with fewer carbohydrates.","12oz Bottle","5.5"
"680d8df171e6c39670dcdc44","Michelob ULTRA","4.2% ABV","Anheuser-Busch","St. Louis, MO","A superior light beer. Brewed using the finest barley malt, select grains, all-imported hops and a pure-cultured yeast strain. The special choice of grains combined with the extended mashing process produces a smooth, refreshing beer with fewer carbohydrates.","12oz Bottle","5.5"
"680d8df171e6c39670dcdc45","Michelob ULTRA","4.2% ABV","Anheuser-Busch","St. Louis, MO","A superior light beer. Brewed using the finest barley malt, select grains, all-imported hops and a pure-cultured yeast strain. The special choice of grains combined with the extended mashing process produces a smooth, refreshing beer with fewer carbohydrates.","12oz Bottle","5.5"
"680d8df171e6c39670dcdc46","Pabst Blue Ribbon","4.7% ABV","Pabst Brewing Company","San Antonio, TX","This is the original Pabst Blue Ribbon Beer. Nature's choicest products provide its prized flavor. Only the finest of hops and grains are used. Selected as America's Best in 1893.","16oz Can","5.5"
"680d8df171e6c39670dcdc47","Twisted Tea Original","5% ABV","Twisted Tea Brewing Company","Cincinnati, OH","Flavored Malt Beverage","12oz Can","6"
"680d8df171e6c39670dcdc48","Bud Light","4.2% ABV","Anheuser-Busch","St. Louis, MO","Rated 2.25 out of 5 on Untappd","12oz Bottle","5.5"
"680d8df171e6c39670dcdc49","Budweiser","5% ABV","Anheuser-Busch","St. Louis, MO","Rated 2.75 out of 5 on Untappd","12oz Bottle","5.5"
"680d8df171e6c39670dcdc4a","Corona Extra","4.5% ABV","Grupo Modelo","Ciudad de México, Ciudad de México","Rated 3.25 out of 5 on Untappd","12oz Bottle","6"
"680d8df171e6c39670dcdc4b","Corona Light","4.1% ABV","Grupo Modelo","Ciudad de México, Ciudad de México","Lager - Mexican","12oz Bottle","6"
"680d8df171e6c39670dcdc4c","Miller Lite","4.2% ABV","Miller Brewing Company","Milwaukee, WI","Lager - American Light","12oz Bottle","5.5"
